Gender,Age,Education status,Faculty,Major,City of residence,Birth place,Work status,Relationship,Accommodation,Income,Online purchase,Online purchase freq,Payment method,Website type,Reasons,Mostly prefered,Website design,Product information,Product comments,Product rating,Product pictures,Variety of size/colour,Quality of the product,Return Guarantees,Recommondations about that webs,Product comparison feature,Different sellers offers,High online security system,The name value of the firm,Special discount coupon,Instant discount messages/mails,Most not to prefer,Reasons not prefer,Collecting info,Decision support systems,Bad experience,Bad experience info,Returned a product,Reason for returning products,"Satisfied brand,  prefer again",Recommend satisfied brand,Why don’t you shop online?
Female ,Under 19 ,Preparation School ,Arts and Sciences,Psychology,Eskisehir,Eskisehir,Not working ,In a relationship ,Family House ,1001 TL - 2500 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,"Coupons and discounts , Quick and easy online checkout process",Clothing ,Important ,Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Slightly Important ,Important ,Moderately Important ,Important ,Important ,Unimportant ,Very Important ,Very Important ,"Electronic Products , Outdoor , Building Supply ","I would like to try on before buying., I want to see the product before buying. ",Yes,No,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,Defective product ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Arts and Sciences,Chemistry,Ankara,Izmir,Not working ,Single ,Student House ,More than 5500 TL ,Yes,Once a week ,Credit card ,Individual brand websites  ,"Free delivery, Reviews from other customers ","Electronic Products , Clothing , Shoes and Bags ",Moderately Important ,Very Important ,Important ,Important ,Very Important ,Very Important ,Very Important ,Slightly Important ,Moderately Important ,Slightly Important ,Slightly Important ,Slightly Important ,Moderately Important ,Moderately Important ,Slightly Important ,Sport ,I want to see the product before buying. ,Yes,No,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",No,I have not returned my package before ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Mechanical Engineering,Ankara,Ankara,Intern ,Single ,Family House ,1001 TL - 2500 TL,Yes,Once a month ,Credit card ,Individual brand websites  ,"Coupons and discounts , Reviews from other customers ","Electronic Products , Clothing , Accessory",Important ,Very Important ,Important ,Very Important ,Very Important ,Important ,Very Important ,Moderately Important ,Moderately Important ,Unimportant ,Unimportant ,Moderately Important ,Moderately Important ,Moderately Important ,Unimportant ,"Cosmetic Products , Shoes and Bags , Baby Care ",I do not trust websites. ,Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,Product different from what I ordered ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Architecture ,City and Regional Planning,Istanbul,Eskisehir,Not working ,Single ,Student House ,Less than 1000 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,,"Electronic Products , Cosmetic Products , Clothing ",Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Very Important ,Important ,Slightly Important ,Important ,Very Important ,Moderately Important ,Important ,Important ,"Outdoor , Baby Care , Building Supply ","I want to see the product before buying. ,",Yes,Yes,Yes,"Late product delivery, No delivery / missing product ",Yes,"Damaged product , Wrong order  ",Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Computer Engineering,Istanbul,Istanbul,Full-time ,Single ,Family House ,More than 5500 TL ,Yes,Once a month ,Credit card ,Online marketplace websites ,Coupons and discounts ,"Electronic Products , Clothing , Accessory, Hobby ",Moderately Important ,Important ,Very Important ,Very Important ,Important ,Important ,Very Important ,Important ,Important ,Moderately Important ,Moderately Important ,Very Important ,Important ,Important ,Moderately Important ,"Building Supply, Furniture ",I want to see the product before buying. ,Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Damaged product , Fake product ",Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Arts and Sciences,Statistics,Ankara,Eskisehir,Not working ,Single ,College Dorm ,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts , ","Clothing , Book",Important ,Very Important ,Important ,Important ,Very Important ,Important ,Very Important ,Very Important ,Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Important ,"Baby Care , Building Supply",Store prices are cheaper ,Yes,Yes,Yes,"Problems about the product like damaged, fake, defective etc. ",Yes,Product different from what I ordered ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Law ,Law,Ankara,Eskisehir,Not working ,In a relationship ,Student House ,More than 5500 TL ,Yes,Once a week ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts , ","Cosmetic Products , Clothing , Shoes and Bags ",Slightly Important ,Important ,Very Important ,Very Important ,Very Important ,Important ,Very Important ,Important ,Moderately Important ,Moderately Important ,Important ,Very Important ,Important ,Very Important ,Very Important ,"Electronic Products , Cosmetic Products , Clothing ","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,"Late product delivery, No delivery / missing product ",Yes,"Defective product , Damaged product , Product different from what I ordered ",Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Arts and Sciences,Psychology,Ankara,Malatya,Not working ,In a relationship ,College Dorm ,1001 TL - 2500 TL,Yes,Once a month ,Credit card ,Individual brand websites  ,"Coupons and discounts , Knowing the product or company is cruelty-free",Cosmetic Products ,Important ,Very Important ,Important ,Important ,Important ,Slightly Important ,Very Important ,Unimportant ,Moderately Important ,Moderately Important ,Important ,Important ,Important ,Very Important ,Moderately Important ,"Electronic Products , Clothing , Accessory","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,No,I do not have bad experience. ,No,I have not returned my package before ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Mechanical Engineering,Ankara,Eskisehir,Not working ,In a relationship ,Student House ,More than 5500 TL ,Yes,Once a month ,Credit card ,Individual brand websites  ,"Coupons and discounts , Reviews from other customers ","Electronic Products , Clothing , Shoes and Bags ",Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Important ,Moderately Important ,Slightly Important ,Very Important ,Important ,Important ,Slightly Important ,"Cosmetic Products , Outdoor , Baby Care ","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Damaged product ",Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Business Administration ,Industrial Engineering,Istanbul,Kahramanmaras,Intern ,Single ,Student House ,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,Quick and easy online checkout process ,"Clothing , Shoes and Bags , Sport , Accessory ",Moderately Important ,Important ,Moderately Important ,Important ,Moderately Important ,Moderately Important ,Important ,Important ,Important ,Very Important ,Slightly Important ,Moderately Important ,Slightly Important ,Moderately Important ,Moderately Important ,"Baby Care , Building Supply",I want to see the product before buying. ,Yes,Yes,No,I do not have bad experience. ,No,I have not returned my package before ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Architecture ,City and Regional Planning,Istanbul,Istanbul,Full-time ,Single ,Family House ,More than 5500 TL ,Yes,Once a week ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts , ","Electronic Products , Clothing , Shoes and Bags ",Moderately Important ,Important ,Important ,Important ,Important ,Moderately Important ,Very Important ,Important ,Moderately Important ,Slightly Important ,Moderately Important ,Very Important ,Important ,Moderately Important ,Moderately Important ,Nothing specifically,I would like to try on before buying.,Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Product different from what I ordered , Refuse to buy the product ",Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Arts and Sciences,Mathematics,Eskisehir,Eskisehir,Not working ,Single ,Family House ,1001 TL - 2500 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Reviews from other customers , Easy returns policy","Electronic Products , Cosmetic Products , Clothing ",Very Important ,Very Important ,Very Important ,Moderately Important ,Important ,Important ,Important ,Moderately Important ,Moderately Important ,Moderately Important ,Important ,Very Important ,Important ,Slightly Important ,Unimportant ,Furniture ,"I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,"No delivery / missing product , Problem",Yes,"Defective product , Damaged product , Refuse to buy the product ",Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Electrical and Electronics Engineering,Istanbul,Istanbul,Full-time ,Single ,Family House ,4001 TL - 5500 TL,Yes,Once a month ,Pay at the door ,Online marketplace websites ,Coupons and discounts ,Electronic Products ,Important ,Important ,Important ,Important ,Moderately Important ,Important ,Important ,Important ,Important ,Moderately Important ,Moderately Important ,Important ,Important ,Slightly Important ,Slightly Important ,Electronic Products ,I want to see the product before buying. ,Yes,Yes,Yes,Late product delivery,Yes,Defective product ,Yes,Yes,
Other  ,20 - 24,Bachelor's Degree ,Education ,Statistics,Ankara,Van,Not working ,In a relationship ,Student House ,More than 5500 TL ,Yes,Once a week ,Mail order ,Individual brand websites  ,Lots of likes or good comments on social media ,"Baby Care, Building Supply, Furniture ",Important ,Moderately Important ,Important ,Slightly Important ,Important ,Moderately Important ,Important ,Moderately Important ,Important ,Very Important ,Slightly Important ,Slightly Important ,Important ,Moderately Important ,Important ,"Cosmetic Products , Stationary ",I do not trust websites. ,No,Yes,Yes,"Problems about the product like damaged, fake, defective etc. ",No,Damaged product ,Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Education ,Foreign Language Education,Eskisehir,Bingol,Not working ,Single ,College Dorm ,4001 TL - 5500 TL,Yes,Once a month ,Credit card ,Online marketplace websites ,"Free delivery, Coupons and discounts , ","Electronic Products , Outdoor, Accessory ",Slightly Important ,Very Important ,Important ,Moderately Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Very Important ,Slightly Important ,"Clothing , Shoes and Bags , Sport , Building Supply ","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,Late product delivery,Yes,"Defective product , Fake product ",Yes,Yes,
Male ,20 - 24,Master's Degree ,Medicine ,Medicine,Ankara,Eskisehir,Not working ,In a relationship ,House - Rent ,More than 5500 TL ,Yes,Once a month ,Credit card ,Individual brand websites  ,,"Clothing , Sport , Baby Care, Building Supply ",Very Important ,Important ,Slightly Important ,Slightly Important ,Very Important ,Very Important ,Very Important ,Very Important ,Moderately Important ,Moderately Important ,Slightly Important ,Very Important ,Slightly Important ,Very Important ,Moderately Important ,"Electronic Products , Shoes and Bags ","I would like to try on before buying., I want to see the product before buying. ",Yes,Yes,Yes,"Late product delivery, Problems about the product like damaged, fake, defective etc. ",Yes,"Defective product , Product different from what I ordered ",Yes,Yes,
Male ,20 - 24,Bachelor's Degree ,Engineering ,Environmental Engineering,Ankara,Sivas,Not working ,Single ,College Dorm ,2501 TL - 4000 TL,Yes,Once a month ,Credit card ,Individual brand websites  ,"Free delivery, Easy returns policy , ","Electronic Products , Clothing , Shoes and Bags ",Very Important ,Very Important ,Moderately Important ,Important ,Very Important ,Very Important ,Very Important ,Important ,Slightly Important ,Moderately Important ,Moderately Important ,Very Important ,Very Important ,Slightly Important ,Slightly Important ,"Building Supply, Furniture , Stationary ",Store prices are cheaper ,Yes,Yes,Yes,No delivery / missing product ,No,I have not returned my package before ,Yes,Yes,
Female ,20 - 24,Bachelor's Degree ,Architecture ,Industrial Design,Istanbul,Ordu,Not working ,Single ,College Dorm ,2501 TL - 4000 TL,Yes,Once a week ,Credit card ,Online marketplace websites ,Knowing the product or company is cruelty-free,"Cosmetic Products , Clothing , Shoes and Bags ",Slightly Important ,Moderately Important ,Very Important ,Important ,Very Important ,Moderately Important ,Very Important ,Moderately Important ,Moderately Important ,Moderately Important ,Unimportant ,Important ,Important ,Moderately Important ,Important ,Outdoor ,I would like to try on before buying.,Yes,No,Yes,"Problems about the product like damaged, fake, defective etc. ",No,I have not returned my package before ,Yes,Yes,
